,Calculation1,School,City,County/State/ Territory,Count,Uad Uc Ethn 6 Cat,Pivot Field Values
1564,CRISTO REY SAN JOSE JESUIT HS54860,CRISTO REY SAN JOSE JESUIT HS,San Jose,Santa Clara,Adm,All,3
1565,CRISTO REY SAN JOSE JESUIT HS54860,CRISTO REY SAN JOSE JESUIT HS,San Jose,Santa Clara,App,All,13
1566,CROFTON HOUSE SCHOOL821420,CROFTON HOUSE SCHOOL,,,App,Inter- national,17
1567,CROFTON HOUSE SCHOOL821420,CROFTON HOUSE SCHOOL,,,Adm,All,8
1568,CROFTON HOUSE SCHOOL821420,CROFTON HOUSE SCHOOL,,,App,All,19
1569,CROSSROADS SCHOOL53307,CROSSROADS SCHOOL,Santa Monica,Los Angeles,Adm,White,7
1570,CROSSROADS SCHOOL53307,CROSSROADS SCHOOL,Santa Monica,Los Angeles,App,White,34
1571,CROSSROADS SCHOOL53307,CROSSROADS SCHOOL,Santa Monica,Los Angeles,App,Asian,7
1572,CROSSROADS SCHOOL53307,CROSSROADS SCHOOL,Santa Monica,Los Angeles,App,Hispanic/ Latino,6
1573,CROSSROADS SCHOOL53307,CROSSROADS SCHOOL,Santa Monica,Los Angeles,Adm,All,9
1574,CROSSROADS SCHOOL53307,CROSSROADS SCHOOL,Santa Monica,Los Angeles,App,All,53
1575,CRYSTAL SPRINGS UPLANDS SCH51173,CRYSTAL SPRINGS UPLANDS SCH,Hillsborough,San Mateo,Adm,White,5
1576,CRYSTAL SPRINGS UPLANDS SCH51173,CRYSTAL SPRINGS UPLANDS SCH,Hillsborough,San Mateo,App,White,9
1577,CRYSTAL SPRINGS UPLANDS SCH51173,CRYSTAL SPRINGS UPLANDS SCH,Hillsborough,San Mateo,Adm,Asian,3
1578,CRYSTAL SPRINGS UPLANDS SCH51173,CRYSTAL SPRINGS UPLANDS SCH,Hillsborough,San Mateo,App,Asian,14
1579,CRYSTAL SPRINGS UPLANDS SCH51173,CRYSTAL SPRINGS UPLANDS SCH,Hillsborough,San Mateo,App,Hispanic/ Latino,5
1580,CRYSTAL SPRINGS UPLANDS SCH51173,CRYSTAL SPRINGS UPLANDS SCH,Hillsborough,San Mateo,Enr,All,3
1581,CRYSTAL SPRINGS UPLANDS SCH51173,CRYSTAL SPRINGS UPLANDS SCH,Hillsborough,San Mateo,Adm,All,10
1582,CRYSTAL SPRINGS UPLANDS SCH51173,CRYSTAL SPRINGS UPLANDS SCH,Hillsborough,San Mateo,App,All,31
1583,CULVER ACADEMIES150695,CULVER ACADEMIES,Culver,IN,Adm,Inter- national,4
1584,CULVER ACADEMIES150695,CULVER ACADEMIES,Culver,IN,App,Inter- national,20
1585,CULVER ACADEMIES150695,CULVER ACADEMIES,Culver,IN,Adm,Asian,3
1586,CULVER ACADEMIES150695,CULVER ACADEMIES,Culver,IN,Adm,All,7
1587,CULVER ACADEMIES150695,CULVER ACADEMIES,Culver,IN,App,All,28
1588,CULVER CITY HIGH SCHOOL50715,CULVER CITY HIGH SCHOOL,Culver City,Los Angeles,Enr,White,4
1589,CULVER CITY HIGH SCHOOL50715,CULVER CITY HIGH SCHOOL,Culver City,Los Angeles,Adm,White,4
1590,CULVER CITY HIGH SCHOOL50715,CULVER CITY HIGH SCHOOL,Culver City,Los Angeles,App,White,21
1591,CULVER CITY HIGH SCHOOL50715,CULVER CITY HIGH SCHOOL,Culver City,Los Angeles,Enr,Asian,6
1592,CULVER CITY HIGH SCHOOL50715,CULVER CITY HIGH SCHOOL,Culver City,Los Angeles,Adm,Asian,6
1593,CULVER CITY HIGH SCHOOL50715,CULVER CITY HIGH SCHOOL,Culver City,Los Angeles,App,Asian,23
1594,CULVER CITY HIGH SCHOOL50715,CULVER CITY HIGH SCHOOL,Culver City,Los Angeles,App,Hispanic/ Latino,20
1595,CULVER CITY HIGH SCHOOL50715,CULVER CITY HIGH SCHOOL,Culver City,Los Angeles,App,African American,18
1596,CULVER CITY HIGH SCHOOL50715,CULVER CITY HIGH SCHOOL,Culver City,Los Angeles,Enr,All,12
1597,CULVER CITY HIGH SCHOOL50715,CULVER CITY HIGH SCHOOL,Culver City,Los Angeles,Adm,All,13
1598,CULVER CITY HIGH SCHOOL50715,CULVER CITY HIGH SCHOOL,Culver City,Los Angeles,App,All,82
1599,CUPERTINO HIGH SCHOOL50718,CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,App,Inter- national,14
1600,CUPERTINO HIGH SCHOOL50718,CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,Enr,Domestic Unknown,7
1601,CUPERTINO HIGH SCHOOL50718,CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,Adm,Domestic Unknown,7
1602,CUPERTINO HIGH SCHOOL50718,CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,App,Domestic Unknown,25
1603,CUPERTINO HIGH SCHOOL50718,CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,App,White,16
1604,CUPERTINO HIGH SCHOOL50718,CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,Enr,Asian,22
1605,CUPERTINO HIGH SCHOOL50718,CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,Adm,Asian,30
1606,CUPERTINO HIGH SCHOOL50718,CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,App,Asian,210
1607,CUPERTINO HIGH SCHOOL50718,CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,Enr,All,32
1608,CUPERTINO HIGH SCHOOL50718,CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,Adm,All,40
1609,CUPERTINO HIGH SCHOOL50718,CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,App,All,271
1610,CUSHING ACADEMY220050,CUSHING ACADEMY,Ashburnham,MA,App,Inter- national,11
1611,CUSHING ACADEMY220050,CUSHING ACADEMY,Ashburnham,MA,Adm,All,3
1612,CUSHING ACADEMY220050,CUSHING ACADEMY,Ashburnham,MA,App,All,12
1613,CYPRESS BAY HIGH SCHOOL101842,CYPRESS BAY HIGH SCHOOL,Weston,FL,App,White,8
1614,CYPRESS BAY HIGH SCHOOL101842,CYPRESS BAY HIGH SCHOOL,Weston,FL,Adm,Asian,3
1615,CYPRESS BAY HIGH SCHOOL101842,CYPRESS BAY HIGH SCHOOL,Weston,FL,App,Asian,7
1616,CYPRESS BAY HIGH SCHOOL101842,CYPRESS BAY HIGH SCHOOL,Weston,FL,App,Hispanic/ Latino,16
1617,CYPRESS BAY HIGH SCHOOL101842,CYPRESS BAY HIGH SCHOOL,Weston,FL,Adm,All,6
1618,CYPRESS BAY HIGH SCHOOL101842,CYPRESS BAY HIGH SCHOOL,Weston,FL,App,All,36
1619,CYPRESS HIGH SCHOOL50714,CYPRESS HIGH SCHOOL,Cypress,Orange,App,White,11
1620,CYPRESS HIGH SCHOOL50714,CYPRESS HIGH SCHOOL,Cypress,Orange,Adm,Asian,4
1621,CYPRESS HIGH SCHOOL50714,CYPRESS HIGH SCHOOL,Cypress,Orange,App,Asian,65
1622,CYPRESS HIGH SCHOOL50714,CYPRESS HIGH SCHOOL,Cypress,Orange,App,Hispanic/ Latino,10
1623,CYPRESS HIGH SCHOOL50714,CYPRESS HIGH SCHOOL,Cypress,Orange,Adm,All,5
1624,CYPRESS HIGH SCHOOL50714,CYPRESS HIGH SCHOOL,Cypress,Orange,App,All,94
1625,DALIAN NO 24 HIGH SCHOOL694451,DALIAN NO 24 HIGH SCHOOL,,,Adm,All,3
1626,DALIAN NO 24 HIGH SCHOOL694451,DALIAN NO 24 HIGH SCHOOL,,,App,All,23
1627,DALTON SCHOOL333580,DALTON SCHOOL,New York,NY,App,All,9
1628,DAMIEN HIGH SCHOOL52502,DAMIEN HIGH SCHOOL,La Verne,Los Angeles,App,Inter- national,7
1629,DAMIEN HIGH SCHOOL52502,DAMIEN HIGH SCHOOL,La Verne,Los Angeles,App,White,7
1630,DAMIEN HIGH SCHOOL52502,DAMIEN HIGH SCHOOL,La Verne,Los Angeles,App,Asian,5
1631,DAMIEN HIGH SCHOOL52502,DAMIEN HIGH SCHOOL,La Verne,Los Angeles,App,Hispanic/ Latino,7
1632,DAMIEN HIGH SCHOOL52502,DAMIEN HIGH SCHOOL,La Verne,Los Angeles,Adm,All,4
1633,DAMIEN HIGH SCHOOL52502,DAMIEN HIGH SCHOOL,La Verne,Los Angeles,App,All,28
1634,DANA HILLS HIGH SCHOOL50729,DANA HILLS HIGH SCHOOL,Dana Point,Orange,Enr,White,6
1635,DANA HILLS HIGH SCHOOL50729,DANA HILLS HIGH SCHOOL,Dana Point,Orange,Adm,White,13
1636,DANA HILLS HIGH SCHOOL50729,DANA HILLS HIGH SCHOOL,Dana Point,Orange,App,White,53
1637,DANA HILLS HIGH SCHOOL50729,DANA HILLS HIGH SCHOOL,Dana Point,Orange,App,Asian,13
1638,DANA HILLS HIGH SCHOOL50729,DANA HILLS HIGH SCHOOL,Dana Point,Orange,App,Hispanic/ Latino,9
1639,DANA HILLS HIGH SCHOOL50729,DANA HILLS HIGH SCHOOL,Dana Point,Orange,Enr,All,8
1640,DANA HILLS HIGH SCHOOL50729,DANA HILLS HIGH SCHOOL,Dana Point,Orange,Adm,All,16
1641,DANA HILLS HIGH SCHOOL50729,DANA HILLS HIGH SCHOOL,Dana Point,Orange,App,All,81
1642,DANIEL PEARL MAGNET HIGH SCHL54368,DANIEL PEARL MAGNET HIGH SCHL,Van Nuys,Los Angeles,App,Hispanic/ Latino,5
1643,DANIEL PEARL MAGNET HIGH SCHL54368,DANIEL PEARL MAGNET HIGH SCHL,Van Nuys,Los Angeles,Adm,All,3
1644,DANIEL PEARL MAGNET HIGH SCHL54368,DANIEL PEARL MAGNET HIGH SCHL,Van Nuys,Los Angeles,App,All,10
1645,DAV STARR JORDAN HIGH SCHOOL51465,DAV STARR JORDAN HIGH SCHOOL,Long Beach,Los Angeles,App,Hispanic/ Latino,29
1646,DAV STARR JORDAN HIGH SCHOOL51465,DAV STARR JORDAN HIGH SCHOOL,Long Beach,Los Angeles,App,African American,7
1647,DAV STARR JORDAN HIGH SCHOOL51465,DAV STARR JORDAN HIGH SCHOOL,Long Beach,Los Angeles,Enr,All,4
1648,DAV STARR JORDAN HIGH SCHOOL51465,DAV STARR JORDAN HIGH SCHOOL,Long Beach,Los Angeles,Adm,All,6
1649,DAV STARR JORDAN HIGH SCHOOL51465,DAV STARR JORDAN HIGH SCHOOL,Long Beach,Los Angeles,App,All,37
1650,DAVIDSON ACADEMY290207,DAVIDSON ACADEMY,Reno,NV,App,White,5
1651,DAVIDSON ACADEMY290207,DAVIDSON ACADEMY,Reno,NV,Adm,Asian,3
1652,DAVIDSON ACADEMY290207,DAVIDSON ACADEMY,Reno,NV,App,Asian,6
1653,DAVIDSON ACADEMY290207,DAVIDSON ACADEMY,Reno,NV,Adm,All,4
1654,DAVIDSON ACADEMY290207,DAVIDSON ACADEMY,Reno,NV,App,All,12
1655,DAVIS SENIOR HIGH SCHOOL50730,DAVIS SENIOR HIGH SCHOOL,Davis,Yolo,App,Domestic Unknown,7
1656,DAVIS SENIOR HIGH SCHOOL50730,DAVIS SENIOR HIGH SCHOOL,Davis,Yolo,Enr,White,3
1657,DAVIS SENIOR HIGH SCHOOL50730,DAVIS SENIOR HIGH SCHOOL,Davis,Yolo,Adm,White,7
1658,DAVIS SENIOR HIGH SCHOOL50730,DAVIS SENIOR HIGH SCHOOL,Davis,Yolo,App,White,59
1659,DAVIS SENIOR HIGH SCHOOL50730,DAVIS SENIOR HIGH SCHOOL,Davis,Yolo,Enr,Asian,7
1660,DAVIS SENIOR HIGH SCHOOL50730,DAVIS SENIOR HIGH SCHOOL,Davis,Yolo,Adm,Asian,14
1661,DAVIS SENIOR HIGH SCHOOL50730,DAVIS SENIOR HIGH SCHOOL,Davis,Yolo,App,Asian,61
1662,DAVIS SENIOR HIGH SCHOOL50730,DAVIS SENIOR HIGH SCHOOL,Davis,Yolo,App,Hispanic/ Latino,16
1663,DAVIS SENIOR HIGH SCHOOL50730,DAVIS SENIOR HIGH SCHOOL,Davis,Yolo,Enr,All,11
1664,DAVIS SENIOR HIGH SCHOOL50730,DAVIS SENIOR HIGH SCHOOL,Davis,Yolo,Adm,All,23
1665,DAVIS SENIOR HIGH SCHOOL50730,DAVIS SENIOR HIGH SCHOOL,Davis,Yolo,App,All,149
1666,DE ANZA HIGH SCHOOL52625,DE ANZA HIGH SCHOOL,Richmond,Contra Costa,Enr,Asian,9
1667,DE ANZA HIGH SCHOOL52625,DE ANZA HIGH SCHOOL,Richmond,Contra Costa,Adm,Asian,11
1668,DE ANZA HIGH SCHOOL52625,DE ANZA HIGH SCHOOL,Richmond,Contra Costa,App,Asian,22
1669,DE ANZA HIGH SCHOOL52625,DE ANZA HIGH SCHOOL,Richmond,Contra Costa,Enr,Hispanic/ Latino,3
1670,DE ANZA HIGH SCHOOL52625,DE ANZA HIGH SCHOOL,Richmond,Contra Costa,Adm,Hispanic/ Latino,4
1671,DE ANZA HIGH SCHOOL52625,DE ANZA HIGH SCHOOL,Richmond,Contra Costa,App,Hispanic/ Latino,19
1672,DE ANZA HIGH SCHOOL52625,DE ANZA HIGH SCHOOL,Richmond,Contra Costa,Adm,African American,4
1673,DE ANZA HIGH SCHOOL52625,DE ANZA HIGH SCHOOL,Richmond,Contra Costa,App,African American,12
1674,DE ANZA HIGH SCHOOL52625,DE ANZA HIGH SCHOOL,Richmond,Contra Costa,Enr,All,14
1675,DE ANZA HIGH SCHOOL52625,DE ANZA HIGH SCHOOL,Richmond,Contra Costa,Adm,All,20
1676,DE ANZA HIGH SCHOOL52625,DE ANZA HIGH SCHOOL,Richmond,Contra Costa,App,All,56
1677,DE LA SALLE HIGH SCHOOL50662,DE LA SALLE HIGH SCHOOL,Concord,Contra Costa,Adm,White,3
1678,DE LA SALLE HIGH SCHOOL50662,DE LA SALLE HIGH SCHOOL,Concord,Contra Costa,App,White,23
1679,DE LA SALLE HIGH SCHOOL50662,DE LA SALLE HIGH SCHOOL,Concord,Contra Costa,App,Asian,5
1680,DE LA SALLE HIGH SCHOOL50662,DE LA SALLE HIGH SCHOOL,Concord,Contra Costa,App,Hispanic/ Latino,9
1681,DE LA SALLE HIGH SCHOOL50662,DE LA SALLE HIGH SCHOOL,Concord,Contra Costa,Enr,All,3
1682,DE LA SALLE HIGH SCHOOL50662,DE LA SALLE HIGH SCHOOL,Concord,Contra Costa,Adm,All,6
1683,DE LA SALLE HIGH SCHOOL50662,DE LA SALLE HIGH SCHOOL,Concord,Contra Costa,App,All,40
1684,DE TOLEDO HIGH SCHOOL53748,DE TOLEDO HIGH SCHOOL,West Hills,Los Angeles,Adm,White,3
1685,DE TOLEDO HIGH SCHOOL53748,DE TOLEDO HIGH SCHOOL,West Hills,Los Angeles,App,White,24
1686,DE TOLEDO HIGH SCHOOL53748,DE TOLEDO HIGH SCHOOL,West Hills,Los Angeles,Adm,All,4
1687,DE TOLEDO HIGH SCHOOL53748,DE TOLEDO HIGH SCHOOL,West Hills,Los Angeles,App,All,29
1688,DEER VALLEY HIGH SCHOOL50109,DEER VALLEY HIGH SCHOOL,Antioch,Contra Costa,App,Asian,15
1689,DEER VALLEY HIGH SCHOOL50109,DEER VALLEY HIGH SCHOOL,Antioch,Contra Costa,App,Hispanic/ Latino,14
1690,DEER VALLEY HIGH SCHOOL50109,DEER VALLEY HIGH SCHOOL,Antioch,Contra Costa,Enr,All,3
1691,DEER VALLEY HIGH SCHOOL50109,DEER VALLEY HIGH SCHOOL,Antioch,Contra Costa,Adm,All,3
1692,DEER VALLEY HIGH SCHOOL50109,DEER VALLEY HIGH SCHOOL,Antioch,Contra Costa,App,All,34
1693,DEERFIELD ACADEMY220685,DEERFIELD ACADEMY,Deerfield,MA,App,Inter- national,8
1694,DEERFIELD ACADEMY220685,DEERFIELD ACADEMY,Deerfield,MA,Adm,Asian,3
1695,DEERFIELD ACADEMY220685,DEERFIELD ACADEMY,Deerfield,MA,App,Asian,10
1696,DEERFIELD ACADEMY220685,DEERFIELD ACADEMY,Deerfield,MA,Adm,All,4
1697,DEERFIELD ACADEMY220685,DEERFIELD ACADEMY,Deerfield,MA,App,All,27
1698,DEERFIELD HIGH SCHOOL141570,DEERFIELD HIGH SCHOOL,Deerfield,IL,App,White,5
1699,DEERFIELD HIGH SCHOOL141570,DEERFIELD HIGH SCHOOL,Deerfield,IL,App,All,12
1700,DEL CAMPO HIGH SCHOOL50915,DEL CAMPO HIGH SCHOOL,Fair Oaks,Sacramento,App,White,5
1701,DEL CAMPO HIGH SCHOOL50915,DEL CAMPO HIGH SCHOOL,Fair Oaks,Sacramento,App,Hispanic/ Latino,5
1702,DEL CAMPO HIGH SCHOOL50915,DEL CAMPO HIGH SCHOOL,Fair Oaks,Sacramento,Adm,All,3
1703,DEL CAMPO HIGH SCHOOL50915,DEL CAMPO HIGH SCHOOL,Fair Oaks,Sacramento,App,All,15
1704,DEL LAGO ACADEMY54746,DEL LAGO ACADEMY,Escondido,San Diego,App,White,6
1705,DEL LAGO ACADEMY54746,DEL LAGO ACADEMY,Escondido,San Diego,App,Asian,5
1706,DEL LAGO ACADEMY54746,DEL LAGO ACADEMY,Escondido,San Diego,App,Hispanic/ Latino,16
1707,DEL LAGO ACADEMY54746,DEL LAGO ACADEMY,Escondido,San Diego,Enr,All,3
1708,DEL LAGO ACADEMY54746,DEL LAGO ACADEMY,Escondido,San Diego,Adm,All,4
1709,DEL LAGO ACADEMY54746,DEL LAGO ACADEMY,Escondido,San Diego,App,All,30
1710,DEL MAR HIGH SCHOOL53083,DEL MAR HIGH SCHOOL,San Jose,Santa Clara,App,Asian,5
1711,DEL MAR HIGH SCHOOL53083,DEL MAR HIGH SCHOOL,San Jose,Santa Clara,App,Hispanic/ Latino,10
1712,DEL MAR HIGH SCHOOL53083,DEL MAR HIGH SCHOOL,San Jose,Santa Clara,App,All,21
1713,DEL NORTE HIGH SCHOOL54351,DEL NORTE HIGH SCHOOL,San Diego,San Diego,App,White,28
1714,DEL NORTE HIGH SCHOOL54351,DEL NORTE HIGH SCHOOL,San Diego,San Diego,Enr,Asian,9
1715,DEL NORTE HIGH SCHOOL54351,DEL NORTE HIGH SCHOOL,San Diego,San Diego,Adm,Asian,26
1716,DEL NORTE HIGH SCHOOL54351,DEL NORTE HIGH SCHOOL,San Diego,San Diego,App,Asian,83
1717,DEL NORTE HIGH SCHOOL54351,DEL NORTE HIGH SCHOOL,San Diego,San Diego,App,Hispanic/ Latino,8
1718,DEL NORTE HIGH SCHOOL54351,DEL NORTE HIGH SCHOOL,San Diego,San Diego,Enr,All,11
1719,DEL NORTE HIGH SCHOOL54351,DEL NORTE HIGH SCHOOL,San Diego,San Diego,Adm,All,29
1720,DEL NORTE HIGH SCHOOL54351,DEL NORTE HIGH SCHOOL,San Diego,San Diego,App,All,126
1721,DELANO HIGH SCHOOL50735,DELANO HIGH SCHOOL,Delano,Kern,App,Hispanic/ Latino,11
1722,DELANO HIGH SCHOOL50735,DELANO HIGH SCHOOL,Delano,Kern,Adm,All,4
1723,DELANO HIGH SCHOOL50735,DELANO HIGH SCHOOL,Delano,Kern,App,All,15
1724,DELHI PUBLIC SCHL VASANT KUNJ671024,DELHI PUBLIC SCHL VASANT KUNJ,,,App,All,5
1725,DELHI PUBLIC SCHOOL R K PURAM671830,DELHI PUBLIC SCHOOL R K PURAM,,,App,Inter- national,47
1726,DELHI PUBLIC SCHOOL R K PURAM671830,DELHI PUBLIC SCHOOL R K PURAM,,,Enr,All,3
1727,DELHI PUBLIC SCHOOL R K PURAM671830,DELHI PUBLIC SCHOOL R K PURAM,,,Adm,All,5
1728,DELHI PUBLIC SCHOOL R K PURAM671830,DELHI PUBLIC SCHOOL R K PURAM,,,App,All,48
1729,DELHI PUBLIC SCHOOL-GURGAON671305,DELHI PUBLIC SCHOOL-GURGAON,,,App,Inter- national,15
1730,DELHI PUBLIC SCHOOL-GURGAON671305,DELHI PUBLIC SCHOOL-GURGAON,,,App,All,17
1731,DELPHIAN SCHOOL381071,DELPHIAN SCHOOL,Sheridan,OR,App,Inter- national,5
1732,DELPHIAN SCHOOL381071,DELPHIAN SCHOOL,Sheridan,OR,Adm,All,4
1733,DELPHIAN SCHOOL381071,DELPHIAN SCHOOL,Sheridan,OR,App,All,9
1734,DERRYFIELD SCHOOL THE300358,DERRYFIELD SCHOOL THE,Manchester,NH,App,All,5
1735,DESERT HIGH SCHOOL50800,DESERT HIGH SCHOOL,Edwards,Kern,Adm,All,3
1736,DESERT HIGH SCHOOL50800,DESERT HIGH SCHOOL,Edwards,Kern,App,All,7
1737,DESERT MOUNTAIN HIGH SCHOOL30396,DESERT MOUNTAIN HIGH SCHOOL,Scottsdale,AZ,App,White,13
1738,DESERT MOUNTAIN HIGH SCHOOL30396,DESERT MOUNTAIN HIGH SCHOOL,Scottsdale,AZ,App,Asian,5
1739,DESERT MOUNTAIN HIGH SCHOOL30396,DESERT MOUNTAIN HIGH SCHOOL,Scottsdale,AZ,Adm,All,3
1740,DESERT MOUNTAIN HIGH SCHOOL30396,DESERT MOUNTAIN HIGH SCHOOL,Scottsdale,AZ,App,All,20
1741,DESERT OASIS HIGH SCHOOL290219,DESERT OASIS HIGH SCHOOL,Las Vegas,NV,App,Asian,5
1742,DESERT OASIS HIGH SCHOOL290219,DESERT OASIS HIGH SCHOOL,Las Vegas,NV,App,All,9
1743,DESERT VISTA HIGH SCHOOL30328,DESERT VISTA HIGH SCHOOL,Phoenix,AZ,Enr,White,4
1744,DESERT VISTA HIGH SCHOOL30328,DESERT VISTA HIGH SCHOOL,Phoenix,AZ,Adm,White,6
1745,DESERT VISTA HIGH SCHOOL30328,DESERT VISTA HIGH SCHOOL,Phoenix,AZ,App,White,11
1746,DESERT VISTA HIGH SCHOOL30328,DESERT VISTA HIGH SCHOOL,Phoenix,AZ,App,Asian,7
1747,DESERT VISTA HIGH SCHOOL30328,DESERT VISTA HIGH SCHOOL,Phoenix,AZ,Enr,All,5
1748,DESERT VISTA HIGH SCHOOL30328,DESERT VISTA HIGH SCHOOL,Phoenix,AZ,Adm,All,8
1749,DESERT VISTA HIGH SCHOOL30328,DESERT VISTA HIGH SCHOOL,Phoenix,AZ,App,All,18
1750,DESIGN & ARCHITECTURE SR HIGH101154,DESIGN & ARCHITECTURE SR HIGH,Miami,FL,App,All,6
1751,DESIGN SCIENCE MIDDLE COLG HS54003,DESIGN SCIENCE MIDDLE COLG HS,Fresno,Fresno,Enr,Asian,3
1752,DESIGN SCIENCE MIDDLE COLG HS54003,DESIGN SCIENCE MIDDLE COLG HS,Fresno,Fresno,Adm,Asian,3
1753,DESIGN SCIENCE MIDDLE COLG HS54003,DESIGN SCIENCE MIDDLE COLG HS,Fresno,Fresno,App,Asian,5
1754,DESIGN SCIENCE MIDDLE COLG HS54003,DESIGN SCIENCE MIDDLE COLG HS,Fresno,Fresno,App,Hispanic/ Latino,13
1755,DESIGN SCIENCE MIDDLE COLG HS54003,DESIGN SCIENCE MIDDLE COLG HS,Fresno,Fresno,Enr,All,4
1756,DESIGN SCIENCE MIDDLE COLG HS54003,DESIGN SCIENCE MIDDLE COLG HS,Fresno,Fresno,Adm,All,4
1757,DESIGN SCIENCE MIDDLE COLG HS54003,DESIGN SCIENCE MIDDLE COLG HS,Fresno,Fresno,App,All,22
1758,DESIGN TECH HIGH SCHOOL54814,DESIGN TECH HIGH SCHOOL,Redwood City,San Mateo,App,White,13
1759,DESIGN TECH HIGH SCHOOL54814,DESIGN TECH HIGH SCHOOL,Redwood City,San Mateo,Adm,Asian,6
1760,DESIGN TECH HIGH SCHOOL54814,DESIGN TECH HIGH SCHOOL,Redwood City,San Mateo,App,Asian,14
1761,DESIGN TECH HIGH SCHOOL54814,DESIGN TECH HIGH SCHOOL,Redwood City,San Mateo,Enr,All,5
1762,DESIGN TECH HIGH SCHOOL54814,DESIGN TECH HIGH SCHOOL,Redwood City,San Mateo,Adm,All,7
1763,DESIGN TECH HIGH SCHOOL54814,DESIGN TECH HIGH SCHOOL,Redwood City,San Mateo,App,All,35
1764,DETROIT COUNTRY DAY SCHOOL230330,DETROIT COUNTRY DAY SCHOOL,Beverly Hills,MI,App,Asian,7
1765,DETROIT COUNTRY DAY SCHOOL230330,DETROIT COUNTRY DAY SCHOOL,Beverly Hills,MI,Adm,All,4
1766,DETROIT COUNTRY DAY SCHOOL230330,DETROIT COUNTRY DAY SCHOOL,Beverly Hills,MI,App,All,12
1767,DHAHRAN AHLIYYA SCHOOL692145,DHAHRAN AHLIYYA SCHOOL,,,Adm,Inter- national,4
1768,DHAHRAN AHLIYYA SCHOOL692145,DHAHRAN AHLIYYA SCHOOL,,,App,Inter- national,37
1769,DHAHRAN AHLIYYA SCHOOL692145,DHAHRAN AHLIYYA SCHOOL,,,Enr,White,3
1770,DHAHRAN AHLIYYA SCHOOL692145,DHAHRAN AHLIYYA SCHOOL,,,Adm,White,3
1771,DHAHRAN AHLIYYA SCHOOL692145,DHAHRAN AHLIYYA SCHOOL,,,App,White,6
1772,DHAHRAN AHLIYYA SCHOOL692145,DHAHRAN AHLIYYA SCHOOL,,,Enr,All,5
1773,DHAHRAN AHLIYYA SCHOOL692145,DHAHRAN AHLIYYA SCHOOL,,,Adm,All,7
1774,DHAHRAN AHLIYYA SCHOOL692145,DHAHRAN AHLIYYA SCHOOL,,,App,All,43
1775,DHAHRAN HIGH SCHOOL692103,DHAHRAN HIGH SCHOOL,,,Adm,Inter- national,3
1776,DHAHRAN HIGH SCHOOL692103,DHAHRAN HIGH SCHOOL,,,App,Inter- national,10
1777,DHAHRAN HIGH SCHOOL692103,DHAHRAN HIGH SCHOOL,,,App,Asian,5
1778,DHAHRAN HIGH SCHOOL692103,DHAHRAN HIGH SCHOOL,,,Enr,All,4
1779,DHAHRAN HIGH SCHOOL692103,DHAHRAN HIGH SCHOOL,,,Adm,All,7
1780,DHAHRAN HIGH SCHOOL692103,DHAHRAN HIGH SCHOOL,,,App,All,20
1781,DHIRUBHAI AMBANI INTL SCHOOL671661,DHIRUBHAI AMBANI INTL SCHOOL,,,Adm,Inter- national,8
1782,DHIRUBHAI AMBANI INTL SCHOOL671661,DHIRUBHAI AMBANI INTL SCHOOL,,,App,Inter- national,35
1783,DHIRUBHAI AMBANI INTL SCHOOL671661,DHIRUBHAI AMBANI INTL SCHOOL,,,Enr,All,5
1784,DHIRUBHAI AMBANI INTL SCHOOL671661,DHIRUBHAI AMBANI INTL SCHOOL,,,Adm,All,9
1785,DHIRUBHAI AMBANI INTL SCHOOL671661,DHIRUBHAI AMBANI INTL SCHOOL,,,App,All,39
1786,DIAMOND BAR HIGH SCHOOL50748,DIAMOND BAR HIGH SCHOOL,Diamond Bar,Los Angeles,App,Domestic Unknown,15
1787,DIAMOND BAR HIGH SCHOOL50748,DIAMOND BAR HIGH SCHOOL,Diamond Bar,Los Angeles,Enr,Asian,24
1788,DIAMOND BAR HIGH SCHOOL50748,DIAMOND BAR HIGH SCHOOL,Diamond Bar,Los Angeles,Adm,Asian,52
1789,DIAMOND BAR HIGH SCHOOL50748,DIAMOND BAR HIGH SCHOOL,Diamond Bar,Los Angeles,App,Asian,224
1790,DIAMOND BAR HIGH SCHOOL50748,DIAMOND BAR HIGH SCHOOL,Diamond Bar,Los Angeles,Adm,Hispanic/ Latino,4
1791,DIAMOND BAR HIGH SCHOOL50748,DIAMOND BAR HIGH SCHOOL,Diamond Bar,Los Angeles,App,Hispanic/ Latino,8
1792,DIAMOND BAR HIGH SCHOOL50748,DIAMOND BAR HIGH SCHOOL,Diamond Bar,Los Angeles,Enr,All,28
1793,DIAMOND BAR HIGH SCHOOL50748,DIAMOND BAR HIGH SCHOOL,Diamond Bar,Los Angeles,Adm,All,62
